Country Name,Country Code,Year,Access to electricity (% of population),"Air transport, freight (million ton-km)","Air transport, passengers carried",Container port traffic (TEU: 20 foot equivalent units),Control of Corruption: Estimate,Control of Corruption: Number of Sources,Control of Corruption: Percentile Rank,Current account balance (% of GDP),"Current account balance (BoP, current US$)",Export value index (2015 = 100),Export volume index (2015 = 100),Exports of goods and services (annual % growth),Exports of goods and services (current US$),GDP growth (annual %),GDP per capita (current US$),"GNI per capita, Atlas method (current US$)",Gini index,Government Effectiveness: Estimate,Government Effectiveness: Number of Sources,Import value index (2015 = 100),Import volume index (2015 = 100),Imports of goods and services (% of GDP),Individuals using the Internet (% of population),Political Stability and Absence of Violence/Terrorism: Estimate,Political Stability and Absence of Violence/Terrorism: Number of Sources,"Railways, goods transported (million ton-km)","Railways, passengers carried (million passenger-km)","Tariff rate, applied, simple mean, all products (%)","Tariff rate, most favored nation, weighted mean, all products (%)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (national estimate)",Region,DID_Group
Ethiopia,ETH,2016,42.9,1500.14753,8242114.0,,-0.442086547613144,13.0,40.0,-11.5449209376397,-7905485192.50909,97.9,97.8,-8.14108475374989,5349377912.66376,9.43348265981905,641.651523286233,620.0,34.35,-0.714294850826263,11.0,99.6,101.5,27.0869584993198,15.3669,-1.61724519729614,8.0,,,17.856666666666666,12.16,2.556,,BRI - Africa,BRI Treatment Group
Ethiopia,ETH,2017,44.3,2076.18502,9566378.0,,-0.582322061061859,13.0,33.3333320617676,-7.76343039992896,-5928627607.10801,106.3,106.3,7.66565905584442,5826254533.33333,9.56418965754014,696.348429076216,670.0,33.7,-0.759255349636078,11.0,95.9,94.2,23.4742747776515,15.6,-1.67723059654236,8.0,,,17.843333333333334,12.16,2.665,,BRI - Africa,BRI Treatment Group
Ethiopia,ETH,2018,44.8,2089.27754,11501244.0,,-0.50531792640686,13.0,36.6666679382324,-5.53324917435326,-4611293722.9881,93.4,95.7,5.40910590385315,6977614238.63636,6.81614778557282,739.702022272086,730.0,,-0.666894257068634,11.0,93.1,88.0,22.8266908218905,15.9,-1.27460920810699,8.0,,,17.83,12.16,2.811,,BRI - Africa,BRI Treatment Group
Ethiopia,ETH,2019,48.0,2450.27296,12631216.0,,-0.434498816728592,14.0,38.0952377319336,-5.47194445075559,-5025133763.02264,94.8,98.9,-5.77984688357574,7291628539.24915,8.36408573314054,793.473247210264,790.0,32.4,-0.66142076253891,12.0,89.2,85.8,20.8753289042388,16.0,-1.30376279354095,7.0,,,18.049999999999997,12.353333333333333,2.928,3.5140000000000002,BRI - Africa,BRI Treatment Group
Ethiopia,ETH,2020,51.1,2897.1341,4940183.0,,-0.389672368764877,12.0,40.476188659668,-2.75526110015443,-2718803790.04773,112.7,108.4,-5.39895895608751,7032893576.02339,6.05953089054807,829.790982547947,820.0,31.75,-0.589582562446594,10.0,79.2,77.4,16.8789144434913,16.0696,-1.75370299816132,6.0,,,18.27,12.546666666666667,3.998,3.7245,BRI - Africa,BRI Treatment Group
Ethiopia,ETH,2021,54.2,3716.82165,7065954.0,,-0.422021746635437,12.0,38.0952377319336,-4.13241831245632,-4507268339.97869,137.2,113.0,18.951781480707,8323978507.53769,5.64153069257077,893.00983544905,880.0,31.1,-0.650382697582245,10.0,99.8,84.5,16.7133482736483,16.6981,-2.18383121490479,6.0,,,18.49,12.74,3.935,3.935,BRI - Africa,BRI Treatment Group
Ethiopia,ETH,2022,55.4,3752.8862,10769724.0,,-0.433258950710297,11.0,37.7358474731445,-4.19066632559079,-5160399280.86797,138.4,103.7,10.9991937268092,10151637926.0,5.32175988403378,982.103161506992,960.0,31.1,-0.791824162006378,9.0,115.7,87.2,18.3515393187423,16.6981,-2.07060623168945,6.0,,,18.49,12.74,3.386,3.935,BRI - Africa,BRI Treatment Group
Ethiopia,ETH,2023,55.4,4015.45864,15273254.0,,-0.465061634778976,11.0,37.2641525268555,-3.52359702028074,-4787655499.41649,126.9,96.7,-0.753902598328352,8962144165.10903,6.59424599357075,1055.81091592527,1030.0,31.1,-0.768662095069885,9.0,109.8,86.3,14.0022832171223,16.6981,-1.96956777572632,6.0,,,18.49,12.74,3.375,3.935,BRI - Africa,BRI Treatment Group
Ethiopia,ETH,2024,55.4,4015.45864,15273254.0,,-0.465061634778976,11.0,37.2641525268555,-2.53176480494864,-3791072162.39893,126.9,96.7,14.9947356818971,8294520632.78272,7.61277447511073,1133.88279681719,1100.0,,-0.768662095069885,9.0,109.8,86.3,11.8611650366546,,-1.96956777572632,6.0,,,,,3.357,,BRI - Africa,BRI Treatment Group
Ethiopia,ETH,2025,55.4,4015.45864,15273254.0,,-0.465061634778976,11.0,37.2641525268555,-2.53176480494864,-3791072162.39893,126.9,96.7,14.9947356818971,8294520632.78272,7.61277447511073,1133.88279681719,1100.0,,-0.768662095069885,9.0,109.8,86.3,11.8611650366546,,-1.96956777572632,6.0,,,,,3.323,,BRI - Africa,BRI Treatment Group
Greece,GRC,2001,100.0,96.944,8430333.0,1412286.0,0.403180629014969,6.0,69.8412704467773,-7.12083770050181,-9403099987.55551,39.7560165335,58.9975826747,1.17709530562192,30582572463.837,4.65041459442163,12156.9572824221,12840.0,35.5,0.776045680046082,5.0,68.4189698297,109.7291826349,33.6978743793252,10.935,0.872591853141785,6.0,379.0,1797.0,4.26,4.07,10.764,10.764,BRI - Europe,BRI Treatment Group
Greece,GRC,2002,100.0,80.854,7579225.0,1660510.0,0.403180629014969,6.0,69.8412704467773,-6.38625728965696,-9595594260.97012,36.471903252,51.3691086691,-7.31112203447645,30626385965.3844,4.68313727063017,13782.195640943,12980.0,35.5,0.776045680046082,5.0,67.4778769306,102.7000374135,29.6702347678407,14.67,0.872591853141785,6.0,327.0,1836.0,2.57,3.91,10.346,10.346,BRI - Europe,BRI Treatment Group
Greece,GRC,2003,100.0,62.748,7518932.0,1908121.0,0.363324075937271,6.0,68.7830657958984,-6.5062606053612,-12812812179.9252,46.8655500083,56.0707441028,-0.27426804329555,37167664772.0089,5.79682274294369,18020.612039764,15460.0,32.8,0.703846335411072,5.0,95.8660560801,121.6214796903,29.0208197707737,17.8,0.477636367082596,6.0,456.0,1574.0,2.54,4.01,9.839,9.839,BRI - Europe,BRI Treatment Group
Greece,GRC,2004,100.0,58.245,9276954.0,1895755.0,0.450190424919128,7.0,70.4433517456055,-5.74201400267067,-13492562448.2978,53.610523266,56.2661850705,16.1375334232018,48427679624.1005,5.37786634595851,21449.2552764245,19280.0,33.6,0.785955905914307,5.0,112.7676314939,126.7845481032,29.2160067589458,21.42,0.489336252212524,7.0,592.0,1669.0,2.64,3.64,10.628,10.628,BRI - Europe,BRI Treatment Group
Greece,GRC,2005,100.0,64.075,9452219.0,1779030.0,0.351383656263351,7.0,64.8780517578125,-7.51860335220303,-18218753983.7318,60.5,61.1,2.26919133864591,50868190128.2615,1.18350635493289,22054.1315756886,22430.0,34.6,0.709748506546021,5.0,116.4,121.4,29.3630031508258,24.0,0.50652414560318,7.0,613.0,1854.0,2.68,3.54,10.074,10.074,BRI - Europe,BRI Treatment Group
Greece,GRC,2006,100.0,70.649,9481314.0,1769098.0,0.357532441616058,9.0,68.7804870605469,-10.9919390863757,-29576385911.1083,72.7,67.5,5.42830857558015,55899928857.7023,6.44339762487436,24416.0232970275,24160.0,35.1,0.629231572151184,7.0,136.0,129.8,30.329773779727,32.25,0.630432784557343,8.0,662.0,1811.0,2.75,3.33,8.906,8.906,BRI - Europe,BRI Treatment Group
Greece,GRC,2007,100.0,72.242,10206223.0,1820349.0,0.261930704116821,9.0,62.6213607788086,-14.1869570945957,-44579249236.0973,82.6,68.6,9.10512967381385,68338676371.8724,3.50686976639459,28440.7625328955,25960.0,34.0,0.551828980445862,7.0,167.9,143.7,32.7774943504585,35.88,0.523507833480835,8.0,835.0,1930.0,2.53,3.23,8.351,8.351,BRI - Europe,BRI Treatment Group
Greece,GRC,2008,100.0,78.109,9442743.0,672522.0,0.126674965023994,9.0,61.6504859924316,-14.6094922064777,-51297053502.0192,92.4,67.2,4.52342949476427,80002280548.4023,0.0574740238200775,31695.8331092209,28330.0,33.6,0.577969372272491,7.0,197.9,145.0,34.3204916281311,38.2,0.267854154109955,8.0,786.0,1657.0,2.37,2.99,7.664,7.664,BRI - Europe,BRI Treatment Group
Greece,GRC,2009,100.0,31.396,8795133.0,935076.0,0.0628989040851593,9.0,59.8086128234863,-10.9982860428605,-35945594305.5768,71.7,62.0,-17.2675712830978,61214696315.5328,-4.11927606715011,29425.4573200263,29030.0,33.6,0.615196585655212,7.0,148.4,125.9,27.6480773891011,42.4,-0.208124294877052,8.0,537.0,1414.0,2.44,3.23,9.546,9.546,BRI - Europe,BRI Treatment Group
Greece,GRC,2010,100.0,4.85169832333462,10352657.531181,1177767.0,-0.0625116676092148,11.0,55.7142868041992,-10.2094499511211,-30262611051.7219,97.9,79.7,4.57729498541796,64408084269.5168,-5.6937412158003,26653.0488008626,27320.0,34.1,0.492912799119949,8.0,143.0,115.8,29.1936887978789,44.4,-0.12720687687397,8.0,601.0,1337.0,2.78,3.08,12.719,12.719,BRI - Europe,BRI Treatment Group
Greece,GRC,2011,100.0,4.18568526670255,9569211.41941763,2009704.0,-0.101170934736729,11.0,55.4502372741699,-10.0976272377955,-28599315728.5507,118.4,82.6,0.55201323007023,71678227685.3601,-9.87677875300243,25504.7866510124,24470.0,34.8,0.451953709125519,8.0,144.2,100.4,30.9853964410338,51.65,-0.0986951887607574,8.0,352.0,958.0,2.3,3.0,17.973,17.973,BRI - Europe,BRI Treatment Group
Greece,GRC,2012,100.0,2.31403046797287,8785275.45592775,3092300.0,-0.19037801027298,12.0,52.6066360473633,-2.58418506053024,-6172097058.75129,124.1,91.0,2.0393120275334,69182299552.7496,-8.33113421099992,21624.346052551,22750.0,36.3,0.276448935270309,8.0,135.4,96.9,33.4283897048617,55.07,-0.217248693108559,9.0,283.0,832.0,2.28,2.84,24.731,24.731,BRI - Europe,BRI Treatment Group
Greece,GRC,2013,100.0,0.593232,8761116.0,3523987.0,-0.0754430443048477,12.0,55.9241714477539,-2.09216226097274,-4949141208.60398,126.9,92.5,1.75547360794177,71740892359.0022,-2.27211699888024,21573.3449762805,22030.0,36.1,0.357173413038254,8.0,133.4,95.2,32.6275287772745,59.8663,-0.171341717243195,9.0,238.0,755.0,2.21,2.95,27.686,27.686,BRI - Europe,BRI Treatment Group
Greece,GRC,2014,100.0,19.359432,11152236.0,3954322.0,-0.136098176240921,11.0,53.3653831481934,-1.59663409250033,-3734712056.87198,125.9,95.1,8.27887860614591,76056457341.835,0.792225060962835,21474.7257123892,21670.0,35.8,0.298027336597443,8.0,132.5,98.0,33.9184908742053,63.2073,-0.140445962548256,9.0,343.0,1072.0,2.76,3.07,26.708,26.708,BRI - Europe,BRI Treatment Group
Greece,GRC,2015,100.0,26.10771098,11237054.0,3736833.0,-0.119139403104782,11.0,53.8095245361328,-0.828192197799729,-1611391808.26586,100.0,100.0,5.2335848989096,62624153981.5929,-0.228301892172851,17980.7298238137,19920.0,36.0,0.145935848355293,8.0,100.0,100.0,33.0852861573132,66.835,-0.235559731721878,9.0,294.0,1263.0,2.73,3.09,24.981,24.981,BRI - Europe,BRI Treatment Group
Greece,GRC,2016,100.0,23.993,12689082.0,4088425.0,-0.13452722132206,11.0,53.3333320617676,-1.68881636338714,-3261057769.57991,98.6,106.2,-0.394965598974267,60206483726.2834,-0.0317947678412054,17919.2426377048,18500.0,35.0,0.124417319893837,8.0,100.0,107.0,32.4781888673706,69.0879,-0.129703640937805,9.0,254.0,1192.0,2.48,3.29,23.514,23.514,BRI - Europe,BRI Treatment Group
Greece,GRC,2017,100.0,23.525,13852857.0,4602808.0,-0.112043097615242,11.0,53.3333320617676,-1.79956830770947,-3605994841.93979,114.3,109.4,8.40520119052168,69691264258.6342,1.47312472702352,18631.9930129293,17890.0,34.4,0.239155456423759,8.0,114.3,109.3,36.103137372539,69.893,-0.0812440440058708,9.0,358.0,1109.0,2.48,3.27,21.413,21.413,BRI - Europe,BRI Treatment Group
Greece,GRC,2018,100.0,21.909,15125933.5152598,5395401.0,-0.0562080480158329,11.0,54.761905670166,-2.92946837177349,-6248523036.3674,138.3,117.6,9.23366837920902,82399082670.3113,2.06467207892409,19873.4015238771,19060.0,32.9,0.25846466422081,8.0,136.5,115.1,40.6071808082905,72.2384,0.153979063034058,9.0,408.0,1104.0,2.46,3.11,19.179,19.179,BRI - Europe,BRI Treatment Group
Greece,GRC,2019,100.0,23.90576,16124738.33,6151556.0,0.0136982277035713,11.0,56.6666679382324,-1.50121840629263,-3112110573.38848,132.8,119.1,4.84060449033201,82010713282.0312,2.27718065334808,19335.3602002969,19770.0,33.1,0.314295798540115,8.0,133.3,117.6,41.0298063980194,75.6712,0.162428334355354,8.0,491.0,1252.0,2.55,3.08,17.045,17.045,BRI - Europe,BRI Treatment Group
Greece,GRC,2020,100.0,10.09844,5647917.0,6188061.0,0.0319508388638496,10.0,57.1428565979004,-6.4866420039279,-12413031800.9721,123.3,121.4,-21.5180500252901,60184486579.7402,-9.19623149726978,17886.733165236,18030.0,33.6,0.402936995029449,7.0,119.6,112.3,38.843313969663,78.1158,0.115181528031826,7.0,555.0,640.0,1.71,2.8,15.899,15.899,BRI - Europe,BRI Treatment Group
Greece,GRC,2021,100.0,12.4593,8726345.0,6077102.0,0.183011442422867,10.0,59.523811340332,-6.34795283469092,-13857822380.6524,165.4,130.1,24.3717749195735,87890002522.6885,8.65449786002131,20654.7001960815,20350.0,32.9,0.406026542186737,7.0,164.8,123.2,47.7522568992909,78.4943,0.10138326883316,7.0,579.0,653.0,2.24,2.85,14.656,14.656,BRI - Europe,BRI Treatment Group
Greece,GRC,2022,100.0,18.188,15309117.0,5166629.0,0.0375978611409664,10.0,56.6037750244141,-10.8779875356727,-23712945653.7524,205.0,132.7,6.19272130412594,107320102999.948,5.52198580589408,20886.5243087629,21980.0,33.4,0.446967661380768,7.0,212.2,128.2,58.8902226709721,83.1707,0.106463775038719,7.0,579.0,653.0,1.95,2.68,12.426,12.426,BRI - Europe,BRI Treatment Group
Greece,GRC,2023,100.0,16.0232,19090513.0,5166629.0,0.0978469252586365,10.0,58.0188674926758,-6.77841375377555,-16467897803.9242,192.9,134.2,2.15843204461007,106504786800.943,2.13591131996631,23343.7103964562,22300.0,33.4,0.148003026843071,8.0,191.2,126.9,48.6322498290894,85.0102,0.239744067192078,8.0,579.0,653.0,1.95,2.68,11.023,11.023,BRI - Europe,BRI Treatment Group
Greece,GRC,2024,100.0,16.0232,19090513.0,5166629.0,0.0978469252586365,10.0,58.0188674926758,-7.10950344070572,-18217275857.9736,192.9,134.2,0.968429473176769,107906278860.86,2.0865743380603,24626.1481858973,22730.0,33.4,0.148003026843071,8.0,191.2,126.9,47.6648496225666,86.2697,0.239744067192078,8.0,,,1.95,2.68,10.02,10.02,BRI - Europe,BRI Treatment Group
Greece,GRC,2025,100.0,16.0232,19090513.0,,0.0978469252586365,10.0,58.0188674926758,-7.10950344070572,-18217275857.9736,192.9,134.2,0.968429473176769,107906278860.86,2.0865743380603,24626.1481858973,22730.0,33.4,0.148003026843071,8.0,191.2,126.9,47.6648496225666,86.2697,0.239744067192078,8.0,,,,,8.54,10.02,BRI - Europe,BRI Treatment Group
India,IND,2001,62.0,515.37,16862737.0,2764757.0,-0.555382490158081,7.0,36.5079383850098,0.290495460210206,1410181566.42622,16.1824147507,25.6824259771,4.30952451749982,60963415576.6447,4.82396626555771,450.357900514128,450.0,,-0.189068421721458,6.0,12.7855848464,19.0441809414,13.4348751195257,0.660146,-1.21066498756409,6.0,312371.0,457022.0,31.79,26.65,7.611,,Non-BRI (Control),Control Group (Non-BRI)
India,IND,2002,62.3,546.34,17633019.0,3208380.0,-0.555382490158081,7.0,36.5079383850098,1.37093793900847,7059496037.43387,18.380201706,29.9491177715,21.0850028148714,73452895951.6331,3.80397532112175,469.149928973927,460.0,27.7,-0.189068421721458,6.0,14.3396352376,19.8687863713,15.2442790107467,1.53788,-1.21066498756409,6.0,333228.0,493489.0,28.79,23.08,7.681,,Non-BRI (Control),Control Group (Non-BRI)
India,IND,2003,65.4,579.85,19455085.0,3916814.0,-0.456320524215698,8.0,40.7407417297363,1.44355773291234,8772510263.57572,22.005076056,31.7025378077,9.58221991967588,90838575243.7621,7.8603814759073,544.143133545002,510.0,27.7,-0.143909424543381,6.0,18.40952194,24.4798091754,15.6445222747346,1.68649,-1.50999701023102,6.0,353194.0,515044.0,25.63,21.45,7.633,3.804,Non-BRI (Control),Control Group (Non-BRI)
India,IND,2004,64.4,708.475,23934074.0,4332863.0,-0.448476195335388,10.0,37.9310340881348,0.110018010197153,780195721.518432,28.6054158138,36.8047048725,27.1764118205114,126648472020.752,7.92293661199932,624.258826510066,610.0,27.7,-0.179698884487152,7.0,25.315265165,28.6490438042,19.6446890963991,1.97614,-1.28043293952942,7.0,381241.0,541208.0,28.57,22.97,7.598,3.804,Non-BRI (Control),Control Group (Non-BRI)
India,IND,2005,68.8,774.04,27879461.0,4982092.0,-0.363160848617554,11.0,44.8780479431152,-1.25350400207393,-10283543307.9807,37.2,45.8,26.0850744250464,160838260680.778,7.92343062148318,710.488080408949,700.0,27.72,-0.0987746343016624,8.0,36.2,38.3,22.3964229200356,2.38807,-1.01388049125671,7.0,407398.0,575702.0,16.5,14.06,7.551,3.804,Non-BRI (Control),Control Group (Non-BRI)
India,IND,2006,67.9,842.55,40288794.0,6141148.0,-0.274562805891037,14.0,47.3170738220215,-0.988988302952292,-9299060317.4628,45.5,51.1,20.3938055015369,199973922363.783,8.06073257166651,801.668353659022,780.0,27.74,-0.0953764915466309,10.0,45.3,42.7,24.4565390770687,2.8055,-1.06518423557281,8.0,439596.0,615634.0,13.86,8.99,7.553,3.6662,Non-BRI (Control),Control Group (Non-BRI)
India,IND,2007,72.3,967.684,51897450.0,7398211.0,-0.397690296173096,14.0,41.262134552002,-0.663717648772609,-8075694483.59494,56.0,58.6,5.86653904787251,253077526013.168,7.6608150670107,1021.88707706826,910.0,27.76,0.136991709470749,10.0,58.2,48.6,24.8865689304448,3.95,-1.15429580211639,8.0,480993.0,694764.0,14.66,11.99,7.562,3.5284,Non-BRI (Control),Control Group (Non-BRI)
India,IND,2008,74.1,1233.937,49877935.0,7672457.0,-0.33909797668457,14.0,43.6893196105957,-2.58337749259837,-30971987180.9349,72.7,68.5,14.7781351340607,288902044820.698,3.08669805921981,992.519584923828,990.0,27.78,-0.0097329141572117,10.0,81.5,61.3,29.2708631790835,4.38,-1.10970735549927,8.0,521371.0,769956.0,9.98,6.13,7.629,3.3906,Non-BRI (Control),Control Group (Non-BRI)
India,IND,2009,75.0,1235.158,54446373.0,8014487.2,-0.452406287193298,14.0,39.2344512939453,-1.95146209111801,-26186435956.9107,61.5,64.5,-4.83422535304113,273752124889.211,7.86188883286074,1094.94974598436,1110.0,27.8,-0.0032957887742668,10.0,65.3,63.5,25.8723502685274,5.12,-1.35554790496826,8.0,551448.0,838032.0,10.28,7.04,7.636,3.2528,Non-BRI (Control),Control Group (Non-BRI)
India,IND,2010,76.3,1630.96414222155,64374253.8038964,9235765.0,-0.463754564523697,14.0,39.0476188659668,-3.25348368945179,-54515877624.366,84.5,81.0,19.4781354584922,375353514026.267,8.49758470221235,1347.51939071367,1210.0,28.3,0.0316559858620167,10.0,88.9,78.0,26.8542732486216,7.5,-1.27798449993134,8.0,600548.0,903465.0,8.88,7.34,7.631,3.115,Non-BRI (Control),Control Group (Non-BRI)
India,IND,2011,79.5,1702.702702,73996912.0,9877067.0,-0.540835857391357,15.0,35.5450248718262,-3.42928468606061,-62517637221.5214,113.0,93.2,15.492981450677,447384417625.093,5.24131619937695,1445.46127486037,1350.0,28.8,0.0225540697574615,10.0,117.8,85.5,31.0834686939585,10.07,-1.32679533958435,9.0,625723.0,978508.0,10.56,7.33,7.609,3.1685,Non-BRI (Control),Control Group (Non-BRI)
India,IND,2012,79.9,1579.229879,72151828.8895485,10017480.0,-0.513968110084534,15.0,36.4928894042969,-5.00488971805303,-91471245845.723,110.8,91.5,6.80548879791374,448400477361.254,5.45638755166587,1429.32199520032,1460.0,28.5,-0.15608711540699,10.0,124.2,90.4,31.2592910673332,11.1,-1.28930985927582,9.0,667607.0,1046522.0,10.71,6.32,7.645,3.222,Non-BRI (Control),Control Group (Non-BRI)
India,IND,2013,83.1,1733.76172,75589071.0,10572320.0,-0.517280995845795,14.0,36.9668235778809,-2.64566711733892,-49122670387.7035,117.5,99.2,7.79238923851599,472180271340.149,6.38610640094825,1432.84397512195,1500.0,28.2,-0.157355144619942,10.0,118.1,90.2,28.4132706461587,12.3,-1.22917413711548,9.0,649645.0,1046522.0,10.59,6.34,7.678,3.9603333333333333,Non-BRI (Control),Control Group (Non-BRI)
India,IND,2014,85.1,1851.32674,82718882.88,11652174.0,-0.457605749368668,13.0,39.9038467407227,-1.33950896483452,-27314281992.5893,120.4,104.2,1.77759073335379,468345815420.933,7.41022760508854,1553.88396075118,1540.0,,-0.222846582531929,9.0,117.5,93.3,25.9542227389497,13.5,-0.997911989688873,9.0,665810.0,1140412.0,10.17,6.915,7.656,4.698666666666666,Non-BRI (Control),Control Group (Non-BRI)
India,IND,2015,88.0,1833.847614,98927860.0,12318610.0,-0.406574189662933,13.0,42.8571434020996,-1.06754907167964,-22456838009.6208,100.0,100.0,-5.64708727457766,416787940847.812,7.99625378571471,1583.99815907985,1580.0,,0.0800815001130104,9.0,100.0,100.0,22.1097247094602,14.9,-0.954773545265198,9.0,681696.0,1147190.0,9.75,7.49,7.629,,Non-BRI (Control),Control Group (Non-BRI)
India,IND,2016,89.6,1893.8815,119577835.0,13724110.0,-0.337335646152496,13.0,43.8095245361328,-0.527880606037518,-12113787707.3688,98.7,101.9,4.98425762114994,439642578076.358,8.25630550179086,1707.50892912243,1670.0,,0.0613894164562225,9.0,91.8,99.5,20.9242508026814,16.5,-0.960426509380341,9.0,654481.0,1143039.0,8.91,7.57,7.611,6.175333333333333,Non-BRI (Control),Control Group (Non-BRI)
India,IND,2017,91.8,2407.098107,139752424.0,15450523.0,-0.291900008916855,13.0,45.7142868041992,-1.43948820320988,-38167659223.511,111.7,110.3,4.56470776307569,498258808231.521,6.79538341897911,1950.10468280866,1790.0,,0.0410966314375401,9.0,114.2,113.2,21.9507321152243,18.2,-0.774099111557007,9.0,620175.0,1149835.0,8.88,6.85,7.626,6.913666666666666,Non-BRI (Control),Control Group (Non-BRI)
India,IND,2018,95.7,2703.96417383,164035637.545,16996593.0,-0.229758977890015,13.0,47.6190490722656,-2.42697545810527,-65599439052.6676,121.2,115.7,11.9318707467613,538635186135.438,6.45385134497769,1966.25455171679,1970.0,,0.262917786836624,9.0,130.5,119.1,23.6891407335327,20.0813,-0.997706770896912,9.0,692916.0,1177699.0,9.03,6.0,7.652,7.652,Non-BRI (Control),Control Group (Non-BRI)
India,IND,2019,95.9,1938.232596,167499116.0,17487621.0,-0.30260244011879,13.0,44.761905670166,-1.04961203910072,-29762864650.3281,121.0,119.3,-3.38497816237084,529245063167.215,3.87143694070356,2041.42863698585,2070.0,,0.130771830677986,9.0,123.3,119.0,21.2411386333872,29.5235,-0.796846985816956,8.0,738523.0,1157174.0,10.21,8.77,6.51,6.51,Non-BRI (Control),Control Group (Non-BRI)
India,IND,2020,96.5,875.122843,68959633.0,17597062.0,-0.293598413467407,12.0,44.2857131958008,1.22362111042791,32730048588.2079,103.2,105.7,-6.95623827861731,499728529072.629,-5.77772470686801,1907.04251637669,1900.0,26.1,0.374532461166382,8.0,94.7,100.1,19.0756283996012,43.4054,-0.841419219970703,8.0,707665.0,1050738.0,9.42,7.65,7.859,7.859,Non-BRI (Control),Control Group (Non-BRI)
India,IND,2021,99.6,907.929041,83964797.0,19561769.0,-0.317147105932236,12.0,44.761905670166,-1.05524166809383,-33422359357.9397,147.6,129.2,29.5992945020295,677769255428.552,9.68959249192875,2239.61384367482,2170.0,25.8,0.249238416552544,8.0,145.4,115.9,24.0239304534931,49.652699999999996,-0.691076755523682,8.0,719762.0,231126.0,9.86,7.31,6.38,6.38,Non-BRI (Control),Control Group (Non-BRI)
India,IND,2022,99.2,1462.126148332,139996043.466,19717168.0,-0.322223275899887,12.0,44.8113212585449,-2.36247481487452,-79050941951.3239,169.2,130.3,10.3210083038716,778021514754.531,7.60936497768895,2347.44829434623,2390.0,25.5,0.369541674852371,8.0,182.8,114.5,26.8237289453584,55.9,-0.615027368068695,8.0,719762.0,231126.0,10.06,5.99,4.822,4.822,Non-BRI (Control),Control Group (Non-BRI)
India,IND,2023,99.5,1806.986382,180415784.228,19717168.0,-0.366014748811722,12.0,41.5094337463379,-0.878262847208682,-31955497930.2044,161.1,134.0,2.19549764812301,780408530088.596,9.19075493028345,2530.12031278204,2580.0,25.5,0.47511014342308,9.0,170.6,124.2,23.544144504402,60.6,-0.635076940059662,9.0,719762.0,231126.0,10.06,5.99,4.172,4.172,Non-BRI (Control),Control Group (Non-BRI)
India,IND,2024,99.5,1806.986382,180415784.228,19717168.0,-0.366014748811722,12.0,41.5094337463379,-0.82224320865487,-32148817602.9198,161.1,134.0,6.3417645193565,827405227198.603,6.49476552383821,2694.73780859961,2650.0,25.5,0.47511014342308,9.0,170.6,124.2,23.4874474548813,65.3,-0.635076940059662,9.0,,,10.06,5.99,4.173,4.173,Non-BRI (Control),Control Group (Non-BRI)
India,IND,2025,99.5,1806.986382,180415784.228,,-0.366014748811722,12.0,41.5094337463379,-0.82224320865487,-32148817602.9198,161.1,134.0,6.3417645193565,827405227198.603,6.49476552383821,2694.73780859961,2650.0,,0.47511014342308,9.0,170.6,124.2,23.4874474548813,70.0,-0.635076940059662,9.0,,,,,4.219,4.173,Non-BRI (Control),Control Group (Non-BRI)
Kazakhstan,KAZ,2001,99.7,11.82,500981.0,,-1.1135847568512,6.0,8.99470901489258,-6.27245039510067,-1389516439.9889,18.7985222701,47.0577963756,-1.80000000000003,10166980821.9237,13.4999999984358,1422.27331810957,1290.0,36.0,-1.07465088367462,5.0,21.087718385,33.2797603423,46.9540498960605,1.00612,0.358549177646637,4.0,,,,,10.43,10.43,BRI - Central Asia,BRI Treatment Group
Kazakhstan,KAZ,2002,99.8,20.263,756959.0,,-1.1135847568512,6.0,8.99470901489258,-4.15780223333077,-1024341043.79079,21.0426380342,52.613672044,16.6,11576895508.5723,9.79999999960842,1573.55219932325,1450.0,34.8,-1.07465088367462,5.0,21.5391774444,34.347761245,47.0410448936046,1.67477,0.358549177646637,4.0,,,2.42,1.91,9.33,9.33,BRI - Central Asia,BRI Treatment Group
Kazakhstan,KAZ,2003,99.9,20.796,1009731.0,,-1.02652370929718,7.0,11.640212059021,-0.884199244172019,-272631279.573086,28.1285863943,60.9674424454,7.49999999999996,14928755904.037,9.30000000033759,1958.02050246511,1720.0,33.7,-0.765002310276031,5.0,27.5085785859,40.9574694084,43.0463103304131,2.00041,0.356259912252426,4.0,,,2.42,1.91,8.78,8.78,BRI - Central Asia,BRI Treatment Group
Kazakhstan,KAZ,2004,100.0,12.557,834760.0,,-1.10595369338989,8.0,12.3152713775635,0.777323158524581,335427745.436063,43.7227211264,73.56719534,11.2000000000001,22654791781.5268,9.60000000136854,2722.47407755402,2180.0,31.8,-0.776483058929443,6.0,41.8129609403,56.3122468777,43.9087892759115,2.65039,0.0703879743814468,5.0,,,2.42,1.91,8.4,8.4,BRI - Central Asia,BRI Treatment Group
