Country Name,Country Code,Year,Access to electricity (% of population),"Air transport, freight (million ton-km)","Air transport, passengers carried",Container port traffic (TEU: 20 foot equivalent units),Control of Corruption: Estimate,Control of Corruption: Number of Sources,Control of Corruption: Percentile Rank,Current account balance (% of GDP),"Current account balance (BoP, current US$)",Export value index (2015 = 100),Export volume index (2015 = 100),Exports of goods and services (annual % growth),Exports of goods and services (current US$),GDP growth (annual %),GDP per capita (current US$),"GNI per capita, Atlas method (current US$)",Gini index,Government Effectiveness: Estimate,Government Effectiveness: Number of Sources,Import value index (2015 = 100),Import volume index (2015 = 100),Imports of goods and services (% of GDP),Individuals using the Internet (% of population),Political Stability and Absence of Violence/Terrorism: Estimate,Political Stability and Absence of Violence/Terrorism: Number of Sources,"Railways, goods transported (million ton-km)","Railways, passengers carried (million passenger-km)","Tariff rate, applied, simple mean, all products (%)","Tariff rate, most favored nation, weighted mean, all products (%)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (national estimate)",Region,DID_Group
Tanzania,TZA,2002,10.7,2.321,134470.0,,-0.840931594371796,5.0,24.8677253723145,-0.324018475277026,-45782682.6343699,20.2668873574,50.3316388572,8.29190672647108,2017946246.93547,7.09319498355502,402.649047851563,410.0,,-0.48723691701889,5.0,15.3888770311,23.555614313,13.2175756461348,0.222484,-0.253289312124252,4.0,1487.0,445.0,15.23,8.79,3.023,3.6,Non-BRI (Control),Control Group (Non-BRI)
Tanzania,TZA,2003,11.1,1.785,149540.0,,-0.734542429447174,7.0,28.0423278808594,-1.14522022259737,-174205033.39873,25.1598220752,57.0931908039,23.2794988747952,2295888513.70894,6.67278983053497,422.18359375,430.0,,-0.499147057533264,6.0,19.6976587905,28.136896916,15.3557130636034,0.676963,-0.855547189712524,5.0,1468.0,444.0,15.23,8.79,3.053,3.52475,Non-BRI (Control),Control Group (Non-BRI)
Tanzania,TZA,2004,11.4,2.25,243087.0,,-0.565569579601288,9.0,33.0049247741699,-2.89917810279357,-483381776.29385,30.6010137575,61.985846079,7.64898086734176,2675290129.30304,7.50381465859829,450.385284423828,460.0,,-0.610386073589325,8.0,25.2693130059,32.707306214,17.5642034278309,0.877575,-0.671642243862152,6.0,1196.0,433.0,14.065000000000001,8.96,3.105,3.4495,Non-BRI (Control),Control Group (Non-BRI)
Tanzania,TZA,2005,13.8,1.853,257223.0,350991.0,-0.607605695724487,11.0,33.1707305908203,-5.93931026684705,-1092558909.60172,33.3,50.2,12.9675876934085,3124155526.29693,7.47631925974784,483.334869384766,490.0,40.3,-0.438366830348969,9.0,30.2,35.1,19.97590623295,1.1,-0.583453714847565,6.0,1196.0,433.0,12.9,9.13,3.193,3.37425,Non-BRI (Control),Control Group (Non-BRI)
Tanzania,TZA,2006,14.9,1.69,189844.0,350991.0,-0.228577166795731,13.0,48.2926826477051,-5.91870284632789,-1102054171.68581,35.1,45.0,-10.2468406057768,3428845588.9144,6.53222138847813,475.746734619141,510.0,40.3,-0.451205492019653,10.0,39.1,43.1,24.3531750212378,1.3,-0.357518166303635,6.0,1196.0,475.0,12.53,8.97,3.299,3.299,Non-BRI (Control),Control Group (Non-BRI)
Tanzania,TZA,2007,15.9,1.447,250849.0,350991.0,-0.335751265287399,13.0,47.0873794555664,-7.84401666779704,-1714736151.20674,41.6,48.5,13.7184066447621,4335060981.52708,6.76853520293716,543.198303222656,530.0,40.3,-0.424296855926514,10.0,49.1,49.7,28.2277691926899,1.6,-0.38706237077713,6.0,,475.0,12.53,8.13,3.023,1.821,Non-BRI (Control),Control Group (Non-BRI)
Tanzania,TZA,2008,11.5,1.446,202704.0,363310.0,-0.416348159313202,13.0,40.7766990661621,-9.22106341671595,-2577086334.69338,58.4,59.5,8.18193658574404,5439934817.32002,5.68641685905224,675.977233886719,590.0,39.675,-0.53019917011261,10.0,71.2,62.7,29.5619331960008,1.9,-0.228933870792389,6.0,,475.0,13.11,8.62,2.775,0.343,Non-BRI (Control),Control Group (Non-BRI)
Tanzania,TZA,2009,11.2,0.781,683541.0,370764.6962,-0.447849065065384,14.0,39.7129173278809,-6.15605248067037,-1809914737.57817,54.3,59.0,4.55789295610107,5349218508.30742,5.26910524873463,693.823547363281,660.0,39.05,-0.627837359905243,11.0,59.2,60.4,25.3383348142052,2.4,0.0891812443733215,7.0,,,12.98,9.45,2.5,2.5,Non-BRI (Control),Control Group (Non-BRI)
Tanzania,TZA,2010,14.8,1.249246,750421.0,359010.0,-0.542279362678528,15.0,35.7142868041992,-6.90590514874114,-2210780020.37976,83.7,77.4,6.32576023204111,6276937178.61028,6.33652342666889,736.530151367188,720.0,38.425,-0.620883345603943,11.0,73.0,69.3,28.0329106928814,2.9,0.0144716212525964,7.0,,,13.07,9.52,3.03,1.314,Non-BRI (Control),Control Group (Non-BRI)
Tanzania,TZA,2011,14.2,1.17475174011724,914932.03761187,439462.0,-0.603359639644623,15.0,33.6492881774902,-12.6408334198025,-4380951347.66407,97.9,77.4,9.54417349351672,7497823534.82418,7.67215543486064,775.392761230469,760.0,37.8,-0.660571336746216,11.0,100.1,81.8,34.5318418555069,3.2,-0.0241334792226553,7.0,,,12.81,8.1,3.47,3.47,Non-BRI (Control),Control Group (Non-BRI)
Tanzania,TZA,2012,15.3,1.62798730741115,1030203.57520377,507185.0,-0.764619529247284,16.0,26.0663509368896,-9.49381708629511,-3764335914.81112,114.4,93.0,15.273651857929,8870630510.22188,4.50015356010131,861.969909667969,810.0,38.18571428571428,-0.70156067609787,11.0,103.8,85.3,31.9968373970068,3.95,0.0514542907476425,8.0,,,13.22,9.55,3.223,1.437,Non-BRI (Control),Control Group (Non-BRI)
Tanzania,TZA,2013,16.4,0.003641454,1173942.818,553940.0,-0.781170845031738,16.0,22.748815536499,-10.92678991973,-4987954731.62521,94.3,82.4,-3.34584732924982,8679120269.93239,6.78158560065316,963.05712890625,880.0,38.57142857142857,-0.712978959083557,12.0,111.8,93.6,29.6188399281829,4.4,-0.162120848894119,8.0,,,13.2,8.89,2.93,2.93,Non-BRI (Control),Control Group (Non-BRI)
Tanzania,TZA,2014,23.5,0.564368726,1124913.454,612551.0,-0.761549293994904,15.0,25.480770111084,-9.97566998652383,-4986510868.78387,95.8,86.2,8.50871550255536,9032206214.44268,6.73246186832483,1022.74841308594,970.0,,-0.657758951187134,12.0,111.3,94.6,27.2868130672252,7.0,-0.597118556499481,8.0,,,13.14,8.84,2.125,2.125,Non-BRI (Control),Control Group (Non-BRI)
Tanzania,TZA,2015,26.2,2.213882,1312807.0,639230.0,-0.709870934486389,15.0,27.1428565979004,-5.52237840763772,-2618376070.19552,100.0,100.0,1.3483902626872,8110109048.57517,6.16062877406682,939.127319335938,970.0,,-0.653441548347473,12.0,100.0,100.0,23.6527693247348,10.0,-0.423460692167282,8.0,,,11.92,8.07,2.009,2.0695,Non-BRI (Control),Control Group (Non-BRI)
Tanzania,TZA,2016,32.8,0.536721,1179664.0,630290.0,-0.531419515609741,15.0,34.761905670166,-2.44600098634937,-1217482544.24871,93.0,91.4,-0.004052454625679,8138103520.92867,6.86711619644551,953.0107421875,960.0,39.72857142857143,-0.606901288032532,12.0,86.2,92.2,19.0704953363596,13.5042,-0.448246777057648,8.0,,,12.17,10.2,1.931,2.0140000000000002,Non-BRI (Control),Control Group (Non-BRI)
Tanzania,TZA,2017,32.1,0.281228,1221678.0,617266.0,-0.486995428800583,15.0,40.0,-2.77322833378381,-1477434192.6539,85.1,83.3,0.0701315731665346,8344707045.48532,6.72726996832338,986.674011230469,960.0,40.114285714285714,-0.682187914848328,12.0,76.9,78.1,17.4491004195082,14.4634,-0.570162117481232,8.0,,,12.215,10.305,1.854,,Non-BRI (Control),Control Group (Non-BRI)
Tanzania,TZA,2018,34.9,0.487269,1698386.0,705231.0,-0.475951611995697,15.0,38.5714302062988,-4.05016373285835,-2308743705.93796,83.7,80.1,-5.8105302509033,8401858982.5961,5.50267599385063,1023.10626220703,1010.0,40.5,-0.779476463794708,12.0,83.5,80.3,17.9034665112026,15.4907,-0.580475687980652,8.0,,,12.26,10.41,1.792,1.903,Non-BRI (Control),Control Group (Non-BRI)
Tanzania,TZA,2019,37.7,0.962933,1498093.0,726431.0,-0.420570701360703,15.0,38.5714302062988,-2.19612703390998,-1340224557.73693,103.6,100.9,18.9900343302799,9786702081.68473,5.79999999996723,1063.32250976563,1050.0,40.5,-0.854386746883392,12.0,86.6,86.3,16.9818431017325,16.5909,-0.388420015573502,7.0,,,12.15,10.29,1.735,1.8475000000000001,Non-BRI (Control),Control Group (Non-BRI)
Tanzania,TZA,2020,39.9,0.857297,823670.0,709881.0,-0.405753612518311,14.0,39.0476188659668,-2.20760897715159,-1458539386.45589,125.6,109.4,-8.60181683456882,8921839002.43059,1.99196460647855,1117.41528320313,1060.0,40.5,-0.73927241563797,11.0,77.8,79.8,14.4591413507523,17.7693,-0.480807662010193,6.0,,,12.23,11.04,1.792,1.792,Non-BRI (Control),Control Group (Non-BRI)
Tanzania,TZA,2021,42.7,4.359006,1146973.0,700000.0,-0.39461013674736,13.0,40.476188659668,-3.3603589034405,-2374282691.24972,132.5,104.3,5.20000000026116,9976590469.46969,4.32138429480482,1159.85656738281,1130.0,,-0.648341059684753,11.0,92.6,79.2,15.7951616808233,19.0314,-0.33555868268013,6.0,,,12.03,10.67,1.876,1.95175,Non-BRI (Control),Control Group (Non-BRI)
Tanzania,TZA,2022,45.8,12.9590624,1823114.2,700000.0,-0.354882270097733,13.0,41.9811325073242,-7.23733332088267,-5482216435.41329,141.4,106.5,10.1999999999034,11675750362.4365,4.56600576430955,1207.52062988281,1210.0,,-0.460365831851959,11.0,130.6,96.7,19.5897411900311,22.101,-0.260344117879868,6.0,,,12.76,10.84,1.573,2.1115,Non-BRI (Control),Control Group (Non-BRI)
Tanzania,TZA,2023,48.3,20.037247,1911063.0,700000.0,-0.319897323846817,14.0,43.8679237365723,-3.74610299995179,-2960580250.41594,150.8,111.9,13.1999999998415,13589709116.3186,5.06952353203394,1224.00219726563,1220.0,,-0.455080926418304,12.0,125.7,98.6,21.0166049300635,29.0638,-0.0527516007423401,7.0,,,12.76,10.84,1.565,2.27125,Non-BRI (Control),Control Group (Non-BRI)
Tanzania,TZA,2024,48.3,20.037247,1911063.0,700000.0,-0.319897323846817,14.0,43.8679237365723,-3.01833493415327,-2379788231.3675,150.8,111.9,16.3508817492719,15635226304.0617,5.5263138305945,1186.71691894531,1210.0,,-0.455080926418304,12.0,125.7,98.6,21.6826378505804,29.0638,-0.0527516007423401,7.0,,,12.76,10.84,1.557,2.431,Non-BRI (Control),Control Group (Non-BRI)
Tanzania,TZA,2025,48.3,20.037247,1911063.0,,-0.319897323846817,14.0,43.8679237365723,-3.01833493415327,-2379788231.3675,150.8,111.9,16.3508817492719,15635226304.0617,5.5263138305945,1186.71691894531,1210.0,,-0.455080926418304,12.0,125.7,98.6,21.6826378505804,29.0638,-0.0527516007423401,7.0,,,,,1.572,2.431,Non-BRI (Control),Control Group (Non-BRI)
Uzbekistan,UZB,2001,99.6,103.92,2256380.0,,-0.96473890542984,5.0,19.5767192840576,,,28.6766043592,69.2762390103,-5.39102677712681,3383383874.62673,4.1638382499889,454.415812256778,550.0,33.0,-1.2083934545517,4.0,24.5538558275,34.9277485834,27.1011715022435,0.597568,-1.0568835735321,3.0,15732.0,2163.0,10.67,5.83,11.279,0.4,BRI - Central Asia,BRI Treatment Group
Uzbekistan,UZB,2002,99.7,69.055,1451004.0,,-0.96473890542984,5.0,19.5767192840576,,,26.6116346956,65.1059736262,-6.747891288055,2995507327.41245,3.97348819235724,381.409296889283,450.0,33.0,-1.2083934545517,4.0,21.1595950194,30.015975125,28.0340796220236,1.08194,-1.0568835735321,3.0,18428.0,2112.6666666666665,10.934,6.956,10.256,0.4,BRI - Central Asia,BRI Treatment Group
Uzbekistan,UZB,2003,99.5,70.983,1465798.0,,-0.91487193107605,6.0,18.518518447876,8.02147599172506,1147673466.73347,33.7701961944,68.8765758757,26.465661672071,3875170383.182,4.23262738154364,394.164028897235,420.0,35.2,-1.18841135501862,4.0,23.2275636865,31.2293555163,32.221688338074,1.9126,-1.29919517040253,3.0,18217.5,2062.3333333333335,11.198,8.082,9.22,0.3,BRI - Central Asia,BRI Treatment Group
Uzbekistan,UZB,2004,99.5,83.484,1588049.0,,-1.06881201267242,6.0,13.7931032180786,8.02147599172506,1147673466.73347,45.3234367304,82.2828642729,28.1324502999744,5027333202.51177,7.44900060559664,462.171492867885,460.0,35.07222222222222,-1.20203280448914,4.0,29.5972562135,37.0766668571,34.8057825625969,2.59373,-1.45551669597626,4.0,18007.0,2012.0,11.462,9.208,8.152,0.4,BRI - Central Asia,BRI Treatment Group
Uzbekistan,UZB,2005,99.4,71.582,1639276.0,,-1.22963762283325,8.0,9.7560977935791,8.02147599172506,1147673466.73347,45.6,56.6,11.9702294973204,5409530612.61164,6.95000719569097,542.835808692209,520.0,34.94444444444445,-1.2245956659317,6.0,31.7,36.5,31.7162289460794,3.34351,-1.95789563655853,4.0,18007.0,2012.0,11.726,10.334,7.092,0.3,BRI - Central Asia,BRI Treatment Group
Uzbekistan,UZB,2006,99.5,67.552,1665190.0,,-1.01633596420288,10.0,17.0731716156006,9.98278095339074,1730099180.93299,55.6,60.9,16.8020679454817,6328126538.24697,7.45141847621768,649.118167003925,600.0,,-1.18593215942383,7.0,38.0,41.1,30.9576045330392,6.38832,-1.78465950489044,5.0,19281.4,2339.3,11.99,11.46,6.035,0.2,BRI - Central Asia,BRI Treatment Group
Uzbekistan,UZB,2007,99.5,66.287,1940378.0,,-1.03378558158875,10.0,15.5339803695679,8.10827572787101,1809069338.40412,79.3,80.2,39.9146379836444,8851137334.97958,9.4730053054454,824.028192334768,760.0,,-1.13997316360474,7.0,55.3,57.0,34.7432635686414,7.4906,-1.36203336715698,5.0,21594.0,2264.0,12.22,11.91,4.99,4.99,BRI - Central Asia,BRI Treatment Group
Uzbekistan,UZB,2008,99.5,71.69,2033933.0,,-1.06285727024078,10.0,14.5631065368652,10.775516002095,3184104515.45679,97.5,84.5,37.3630098468602,12165067485.593,9.02916101784777,1074.72928796701,970.0,,-0.899454832077026,8.0,79.9,75.5,38.5794692300191,9.08011,-1.20710647106171,5.0,23432.4,2477.0,12.77,11.82,4.89,4.89,BRI - Central Asia,BRI Treatment Group
Uzbekistan,UZB,2009,99.5,75.994,1850056.0,,-1.27607345581055,10.0,5.26315784454346,5.22767728940483,1761163894.94369,101.5,108.7,-5.11556176987391,11677571266.7676,8.05093332733966,1205.7993547038,1150.0,,-0.647138357162476,8.0,77.7,77.9,34.0105112646732,11.9,-0.950552523136139,5.0,22227.0,2632.0,12.02,11.12,5.04,5.04,BRI - Central Asia,BRI Treatment Group
Uzbekistan,UZB,2010,99.6,153.676,2114050.0,,-1.30798542499542,10.0,4.2857141494751,4.57873837700294,2278640124.01405,124.3,107.5,8.03542014144152,12090928284.6769,7.5971679610016,1753.20730243278,1420.0,,-0.733642399311066,8.0,75.9,73.1,24.9732800302396,15.9,-0.720438122749329,5.0,22281.8,2905.0,12.096666666666666,11.396666666666667,5.36,5.36,BRI - Central Asia,BRI Treatment Group
Uzbekistan,UZB,2011,99.7,153.81637,2275947.0,,-1.38756489753723,11.0,2.84360194206238,4.62538550929307,2783506550.28368,141.9,96.8,14.688196326038,14254614638.5983,7.52513989422977,2087.86386135694,1760.0,,-0.698397278785706,9.0,91.4,80.2,25.9672280176471,18.6,-0.599719345569611,5.0,22482.0,3025.0,12.173333333333334,11.673333333333332,4.96,4.96,BRI - Central Asia,BRI Treatment Group
Uzbekistan,UZB,2012,99.7,110.70799,2593509.0,,-1.31068003177643,12.0,4.26540279388428,1.79063211759422,1208987339.93941,121.0,96.9,-5.11359352091635,13019734006.3712,7.10244488706317,2307.34649117185,2200.0,,-0.926168859004974,9.0,103.9,92.7,24.9557806675574,23.6,-0.518739342689514,6.0,22686.4,3437.8,12.25,11.95,4.87,4.87,BRI - Central Asia,BRI Treatment Group
Uzbekistan,UZB,2013,99.8,99.00415,2614085.0,,-1.27343332767487,12.0,8.05687236785889,1.79798249224147,1315764269.52576,130.0,105.9,10.6106843817181,13644942280.4817,7.29655036969899,2461.97947403595,2470.0,,-0.931166350841522,9.0,113.3,103.3,23.7321986418052,26.8,-0.536078989505768,6.0,22809.2,3598.9,12.295,11.27,4.86,4.86,BRI - Central Asia,BRI Treatment Group
Uzbekistan,UZB,2014,99.8,110.23607,2545935.0,,-1.19475960731506,12.0,9.61538505554199,2.56777659798885,2075928897.36893,124.6,106.4,-7.16468070694265,12972030799.1556,6.8738384408164,2674.9628382103,2650.0,,-0.637559771537781,9.0,121.4,111.9,20.3115739373711,35.5,-0.273108631372452,6.0,22932.0,3760.0,12.34,10.59,5.09,5.09,BRI - Central Asia,BRI Treatment Group
Uzbekistan,UZB,2015,99.9,114.33452,2486673.0,,-1.28585171699524,11.0,8.5714282989502,1.03912867157671,895690100.9006,100.0,100.0,2.16184153969903,11872252204.8244,7.21877350820803,2803.19018021751,2790.0,,-0.752948343753815,9.0,100.0,100.0,16.9826802019722,42.8,-0.374532461166382,6.0,22935.0,3758.0,13.66,9.26,5.15,5.15,BRI - Central Asia,BRI Treatment Group
Uzbekistan,UZB,2016,99.9,112.28173,2383631.0,,-1.20056760311127,11.0,10.9523811340332,0.24755111491788,213236293.909827,95.6,96.1,4.29433150254302,10623491738.6738,5.93215079993293,2753.37951427589,2840.0,,-0.661517918109894,8.0,97.3,98.0,16.8592313302917,46.7913,-0.280753701925278,6.0,22937.0,3934.0,12.17,8.314,5.16,5.16,BRI - Central Asia,BRI Treatment Group
Uzbekistan,UZB,2017,100.0,126.79762,2581865.0,,-1.18715500831604,11.0,11.9047622680664,2.12025210569772,1477884038.1887,108.6,101.6,14.0877994087973,12880673500.8115,4.39527463349263,2190.60411562888,2630.0,,-0.630247414112091,8.0,105.1,102.5,24.0801996597591,48.7,-0.244978666305542,6.0,22940.0,4294.0,10.68,7.368,5.83,5.83,BRI - Central Asia,BRI Treatment Group
Uzbekistan,UZB,2018,100.0,89.43028,3056558.0,,-1.08264088630676,11.0,12.8571424484253,-6.12166433969794,-3593165923.58668,117.9,104.2,10.1646270760387,14190894258.339,5.55919572919288,1813.08530813664,2340.0,,-0.61695796251297,8.0,150.4,140.8,39.9611620983844,55.2,-0.304401099681854,6.0,22942.0,4329.0,9.190000000000001,6.422,5.392,9.35,BRI - Central Asia,BRI Treatment Group
Uzbekistan,UZB,2019,100.0,70.49835,3685192.0,,-1.04705107212067,11.0,15.2380952835083,-5.00972224414463,-3371224441.87499,161.2,152.2,16.4152144866351,17059027389.7613,6.77992399655236,2041.38480729431,2150.0,33.15555555555555,-0.600097477436066,8.0,189.7,180.8,39.6137894655513,70.4,-0.296637773513794,6.0,22860.0,4385.0,7.7,5.476,4.936,8.98,BRI - Central Asia,BRI Treatment Group
Uzbekistan,UZB,2020,100.0,20.00549,933769.0,,-1.0734041929245,9.0,15.7142858505249,-4.55709801917972,-3027884732.25607,141.7,128.9,-20.1072658161765,14561318344.1846,1.56334277260515,1978.28051860763,2000.0,33.02777777777778,-0.615506291389465,7.0,173.7,166.6,34.136114347697,71.1,-0.43669804930687,5.0,23632.0,1795.0,6.21,4.53,5.293,5.293,BRI - Central Asia,BRI Treatment Group
Uzbekistan,UZB,2021,99.9,38.02591,2010914.0,,-0.829755306243896,10.0,22.8571434020996,-6.33246372299442,-4897531243.03429,151.7,104.6,13.4398609868584,16479144804.738,8.03468312640049,2258.51964119278,2250.0,32.9,-0.264640539884567,8.0,207.3,173.1,36.1515861016925,76.5904,-0.252933233976364,6.0,24619.0,3130.0,6.66,4.87,5.364,5.293,BRI - Central Asia,BRI Treatment Group
Uzbekistan,UZB,2022,100.0,83.1522172153872,4227000.0,,-0.757770240306854,10.0,24.5283012390137,-3.15905928026031,-2846183729.3651,165.5,98.6,19.0264071989964,20962647200.8976,6.00134232203442,2578.66689394219,2500.0,31.2,-0.329937309026718,8.0,248.2,188.5,39.5742214971006,83.9,-0.20133601129055,6.0,24619.0,3130.0,6.66,4.87,4.456,5.293,BRI - Central Asia,BRI Treatment Group
Uzbekistan,UZB,2023,100.0,96.45897,4849939.0,,-0.807529330253601,10.0,23.1132068634033,-7.59699517774883,-7797698616.87937,208.3,132.2,17.2766843331387,25070018775.0087,6.29141635082311,2878.96879292451,2750.0,34.5,-0.283767521381378,8.0,312.7,245.0,41.6803978374881,89.0136,-0.154609963297844,6.0,24619.0,3130.0,6.66,4.87,4.434,,BRI - Central Asia,BRI Treatment Group
Uzbekistan,UZB,2024,100.0,96.45897,4849939.0,,-0.807529330253601,10.0,23.1132068634033,-4.97044064284576,-5714281671.63133,208.3,132.2,-5.92542129079547,26172759003.5243,6.49999999997677,3161.70010632875,3020.0,34.6,-0.283767521381378,8.0,312.7,245.0,37.9616488851682,89.0136,-0.154609963297844,6.0,,,,,4.439,,BRI - Central Asia,BRI Treatment Group
Uzbekistan,UZB,2025,100.0,96.45897,4849939.0,,-0.807529330253601,10.0,23.1132068634033,-4.97044064284576,-5714281671.63133,208.3,132.2,-5.92542129079547,26172759003.5243,6.49999999997677,3161.70010632875,3020.0,34.6,-0.283767521381378,8.0,312.7,245.0,37.9616488851682,89.0136,-0.154609963297844,6.0,,,,,4.622,,BRI - Central Asia,BRI Treatment Group
Viet Nam,VNM,2001,88.9,135.363,3427176.0,1290555.0,-0.560990810394287,6.0,35.4497337341309,2.08657136826562,682000000.0,9.2734594461,20.5870784419,17.1804863625,17997102361.0826,6.19289331233377,419.205677580901,410.0,37.0,-0.437316596508026,5.0,9.7929156442,15.6805032948,56.8940047164421,1.26565,0.353681147098541,5.0,2338.0,3697.0,13.81,15.29,2.76,2.76,Non-BRI (Control),Control Group (Non-BRI)
Viet Nam,VNM,2002,89.1,151.91,4038133.0,1771990.0,-0.560990810394287,6.0,35.4497337341309,-1.72255927072095,-604000000.0,10.3082316497,22.7251961975,10.3679070539275,19193787586.6357,6.32082099160833,445.132861817313,430.0,37.0,-0.437316596508026,5.0,11.9232280349,19.1106890672,61.9577349644058,1.855,0.353681147098541,5.0,2000.0,3426.0,13.43,15.08,2.12,2.12,Non-BRI (Control),Control Group (Non-BRI)
Viet Nam,VNM,2003,90.3,164.459,3969320.0,1904939.0,-0.49087256193161,8.0,39.6825408935547,-4.88211706972335,-1931000000.0,12.4328775259,25.0769645097,19.9495458597287,22415697835.6912,6.89906349055258,497.117089249256,480.0,36.9,-0.402854233980179,5.0,15.250210807,23.63947378,67.6546965243715,3.78028,0.126424372196198,5.0,2674.0,4041.0,12.74,12.68,2.25,2.25,Non-BRI (Control),Control Group (Non-BRI)
Viet Nam,VNM,2004,91.0,216.527,5049706.0,2273056.0,-0.756660282611847,9.0,26.6009845733643,-2.10663701040253,-957000000.0,16.3422432182,29.4304536787,25.6196995634225,27134530700.4954,7.53641060890386,565.452284586212,550.0,36.8,-0.47920498251915,6.0,19.3037218847,27.3018738543,73.2854564543616,7.64241,0.150153517723083,6.0,2682.0,4376.0,12.54,12.63,2.14,2.14,Non-BRI (Control),Control Group (Non-BRI)
Viet Nam,VNM,2005,96.1,230.186,5453683.0,2537487.0,-0.7295823097229,11.0,25.8536586761475,-0.971989162897,-560189000.000009,20.0,31.7,17.7759376366782,36712091514.5168,7.54724772895918,710.746759994861,650.0,36.3,-0.228448659181595,8.0,22.2,29.1,67.0153533748869,12.7399,0.484037667512894,6.0,2928.0,4558.0,11.78,12.73,2.078,2.102,Non-BRI (Control),Control Group (Non-BRI)
Viet Nam,VNM,2006,96.0,216.012,5283831.0,2999646.0,-0.747617363929749,14.0,25.3658542633057,-0.246704373698266,-163741800.0,24.6,36.2,11.1999864217698,44944777029.2449,6.97795481056711,807.756645117054,740.0,35.8,-0.24698968231678,10.0,27.2,34.4,70.5968075435795,17.2546,0.405120253562927,7.0,3447.0,4334.9,11.9,11.71,2.046,2.064,Non-BRI (Control),Control Group (Non-BRI)
Viet Nam,VNM,2007,93.1,258.488,7194443.0,4009066.0,-0.630165636539459,14.0,31.5533981323242,-8.98165936412439,-6953100000.0,30.0,41.2,12.5000423741552,54591007520.8979,7.12950448605439,925.640338348717,860.0,35.7,-0.225955650210381,10.0,37.8,45.5,84.0875093942823,20.7554,0.251871973276138,7.0,3910.0,4659.0,12.14,11.39,2.026,2.026,Non-BRI (Control),Control Group (Non-BRI)
Viet Nam,VNM,2008,93.8,295.759,9991145.0,4393699.0,-0.711532890796661,14.0,28.6407775878906,-10.9179529896098,-10823000000.0,38.7,42.6,13.6999685107938,69724976613.6576,5.66177120891362,1163.83195772873,1000.0,35.6,-0.199574172496796,10.0,48.7,49.6,83.9807876874868,23.92,0.165260821580887,7.0,4106.0,4492.0,8.01,6.12,1.889,1.8815,Non-BRI (Control),Control Group (Non-BRI)
Viet Nam,VNM,2009,96.1,311.502,11073604.0,4936598.0,-0.545064032077789,14.0,35.4067001342773,-6.23310024019381,-6608000000.0,35.2,44.0,-5.08505793060772,66374595300.6651,5.39789754014181,1226.16976051536,1120.0,37.45,-0.245095103979111,10.0,42.2,48.6,72.0974336552711,26.55,0.271775960922241,7.0,4139.0,4138.0,7.97,7.88,1.737,1.737,Non-BRI (Control),Control Group (Non-BRI)
Viet Nam,VNM,2010,97.4,426.91573,14377619.0,6431032.0,-0.622543275356293,15.0,31.4285717010498,-2.90486815229253,-4276000000.0,44.6,50.3,8.45001096338369,79747480852.5934,6.42324482239482,1683.16182443979,1370.0,39.3,-0.242955058813095,10.0,51.2,55.8,59.8018415728627,30.65,0.148407876491547,7.0,3901.0,4378.0,7.29,6.47,1.114,1.114,Non-BRI (Control),Control Group (Non-BRI)
Viet Nam,VNM,2011,99.0,475.385659574604,16544477.8301699,6885023.0,-0.614729940891266,16.0,32.7014236450195,0.136736251193688,236000000.0,59.8,56.5,10.5939353137905,105593919857.799,6.41316889681683,1950.92504174913,1630.0,37.45,-0.209270849823952,10.0,64.5,58.5,64.0804222196337,35.07,0.189088448882103,8.0,4101.0,4571.0,7.205,5.725,0.999,0.999,Non-BRI (Control),Control Group (Non-BRI)
Viet Nam,VNM,2012,97.9,503.550322720949,16976051.3812163,7505641.0,-0.532105982303619,16.0,35.5450248718262,4.82078231422777,9429000000.0,70.7,67.1,15.0414291650122,124149069364.149,5.5045447041189,2185.11767654291,1980.0,35.6,-0.248135596513748,10.0,68.7,62.5,59.7501918421214,36.8,0.267358660697937,8.0,3959.0,4558.0,7.12,4.98,1.027,1.027,Non-BRI (Control),Control Group (Non-BRI)
Viet Nam,VNM,2013,98.5,497.179820293424,20429309.908,8035812.0,-0.482918798923492,15.0,38.3886260986328,3.62409015316054,7745000000.0,81.5,79.2,17.8185178069048,142758439316.46,5.55351081026072,2359.51736472828,2200.0,35.2,-0.245401605963707,10.0,79.7,74.3,64.0459088748316,38.5,0.25057727098465,8.0,3733.0,4548.0,6.7,5.37,1.316,1.316,Non-BRI (Control),Control Group (Non-BRI)
Viet Nam,VNM,2014,99.2,450.220037899155,23826013.272,9473429.0,-0.438487648963928,14.0,41.8269233703613,4.00897026449707,9359000000.0,92.7,89.2,12.5802355977049,162478898406.019,6.42224312118567,2546.38464459903,2390.0,34.8,-0.0470734238624573,10.0,89.3,84.1,65.8119455041556,41.0,-0.0223473571240902,8.0,4251.9,4252.58,6.63,5.42,1.256,1.256,Non-BRI (Control),Control Group (Non-BRI)
